SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
FEM,39.0,35 A 44,3ª série,Não respondeu,Não respondeu,Não respondeu,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189608348.0,2023-09-03,Face a face
MAS,57.0,55 A 64,Superior incompleto,Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Alguma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,189657227.0,2023-09-04,Face a face
MAS,28.0,25 A 34,3ª série,Não,Não,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Alguma vontade,Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 5 A 10,MAIS DE 10 A 20,SUDESTE,CAPITAL,MAIS DE 500.000,189645202.0,2023-09-04,Face a face
FEM,24.0,18 A 24,3ª série,Sim,Sim,Sim,Melhorar a qualidade da saúde,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Alguma vontade,Parda,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189554638.0,2023-09-02,Face a face
MAS,20.0,18 A 24,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,ATÉ 5.000,189718933.0,2023-09-05,Face a face
FEM,27.0,25 A 34,8ª série (ou 9º ano),Não,Não,Não,Reduzir a violência,Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Muita vontade,Branca,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUL,INTERIOR,DE 10.001 A 20.000,189655629.0,2023-09-04,Face a face
MAS,23.0,18 A 24,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,INTERIOR,ATÉ 5.000,189718930.0,2023-09-05,Face a face
MAS,63.0,55 A 64,5ª série (ou 6º ano),Não,Sim,Sim,Ampliar o uso de energias renováveis,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189695513.0,2023-09-05,Face a face
MAS,21.0,18 A 24,3ª série,Sim,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189536353.0,2023-09-01,Face a face
FEM,49.0,45 A 54,Superior completo,Sim,Sim,Sim,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUL,INTERIOR,DE 100.001 A 500.000,189625701.0,2023-09-03,Face a face
FEM,45.0,45 A 54,7ª série (ou 8º ano),Não,Não,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189644561.0,2023-09-03,Face a face
MAS,41.0,35 A 44,2ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,189630704.0,2023-09-04,Face a face
FEM,50.0,45 A 54,4ª série (ou 5º ano),Não,Não,Não,Preservar os valores ligados à família,Reduzir as desigualdades sociais,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189686765.0,2023-09-05,Face a face
MAS,41.0,35 A 44,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Preservar os valores ligados à família,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Universal do Reino de Deus,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189560353.0,2023-09-02,Face a face
MAS,49.0,45 A 54,1ª série (ou 2º ano),Sim,Sim,Não,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Não respondeu,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189692041.0,2023-09-05,Face a face
FEM,30.0,25 A 34,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Alguma vontade,Preta,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189573853.0,2023-09-02,Face a face
FEM,20.0,18 A 24,Superior incompleto,Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189613727.0,2023-09-03,Face a face
MAS,50.0,45 A 54,Superior completo,Sim,Sim,Sim,Defender a igualdade entre homens e mulheres,Melhorar a qualidade da educação,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Preta,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 5 A 10,NORTE,CAPITAL,DE 100.001 A 500.000,189526194.0,2023-09-01,Face a face
MAS,46.0,45 A 54,1ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,MAIS DE 500.000,189634271.0,2023-09-04,Face a face
FEM,31.0,25 A 34,8ª série (ou 9º ano),Não,Sim,Sim,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 10 A 20,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189629668.0,2023-09-04,Face a face
MAS,26.0,25 A 34,Superior completo,Não,Não,Não,Melhorar a qualidade da educação,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Combater as mudanças climáticas/desmatamento,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Alguma vontade,Parda,Adventista,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 50.001 A 100.000,189640632.0,2023-09-04,Face a face
MAS,26.0,25 A 34,8ª série (ou 9º ano),Não,Não,Sim,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,189692311.0,2023-09-05,Face a face
FEM,46.0,45 A 54,7ª série (ou 8º ano),Não,Não,Não,Melhorar a qualidade da saúde,Reduzir a violência,Melhorar a qualidade da educação,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189600227.0,2023-09-03,Face a face
MAS,27.0,25 A 34,3ª série,Não,Não,Não,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Defender a igualdade entre homens e mulheres,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 50.001 A 100.000,189590114.0,2023-09-02,Face a face
MAS,57.0,55 A 64,Superior incompleto,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Muita vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORTE,CAPITAL,MAIS DE 500.000,189595468.0,2023-09-03,Face a face
FEM,44.0,35 A 44,Superior completo,Não,Não,Não,Incentivar a geração de empregos,Reduzir a violência,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Branca,Espírita/ Kardecista,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189576706.0,2023-09-02,Face a face
FEM,45.0,45 A 54,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189600228.0,2023-09-03,Face a face
MAS,21.0,18 A 24,2ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUL,INTERIOR,DE 20.001 A 50.000,189710040.0,2023-09-05,Face a face
MAS,30.0,25 A 34,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189562015.0,2023-09-02,Face a face
FEM,70.0,65 E MAIS,5ª série (ou 6º ano),Não,Não,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189525091.0,2023-09-01,Face a face
FEM,35.0,35 A 44,Analfabeto,Não,Não,Não,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Não respondeu,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189516149.0,2023-09-01,Face a face
FEM,65.0,65 E MAIS,4ª série (ou 5º ano),Sim,Sim,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 20.001 A 50.000,189531642.0,2023-09-01,Face a face
MAS,31.0,25 A 34,Analfabeto,Não,Não,Não,Ampliar os espaços de participação política da população,,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189558219.0,2023-09-02,Face a face
FEM,34.0,25 A 34,1ª série,Sim,Sim,Sim,Defender a igualdade entre homens e mulheres,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189565270.0,2023-09-02,Face a face
MAS,26.0,25 A 34,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 100.001 A 500.000,189600461.0,2023-09-03,Face a face
MAS,20.0,18 A 24,Superior completo,Não respondeu,Não respondeu,Não respondeu,Melhorar a qualidade da saúde,Combater as mudanças climáticas/desmatamento,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,189713464.0,2023-09-05,Face a face
FEM,45.0,45 A 54,Superior completo,Não,Não,Não,Preservar os valores ligados à família,Defender a igualdade entre homens e mulheres,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189555466.0,2023-09-02,Face a face
